0.0,0.0
0.1,-0.121879942109238
0.2,-0.119048339485437
0.3,-0.111904736778168
0.4,-0.103683134050033
0.5,-0.0996256278324089
0.6,-0.0971583827012472
0.7,-0.0970405149994078
0.8,-0.0983910081908948
0.9,-0.0992811507773621
1.0,-0.0988421496722428
1.1,-0.0979652333021438
1.2,-0.0983192276795546
1.3,-0.0990568437008264
1.4,-0.0995815185414174
1.5,-0.100894479789198
1.6,-0.102755416581938
1.7,-0.103642378441584
1.8,-0.103797454339988
1.9,-0.104167273965474
2.0,-0.105000189413058
2.1,-0.106227963128533
2.2,-0.107338940644192
2.3,-0.108356616786884
2.4,-0.108996233904792
2.5,-0.109242306188039
2.6,-0.109304352760976
2.7,-0.109575396448688
2.8,-0.110238062022275
2.9,-0.111050803829793
3.0,-0.111761511379788
3.1,-0.111921996256095
3.2,-0.111986973724204
3.3,-0.112484957610897
3.4,-0.113699365642241
3.5,-0.11500351050764
3.6,-0.116544384486707
3.7,-0.117603282956036
3.8,-0.118046559969952
3.9,-0.117917567587075
4.0,-0.1175448424486
4.1,-0.117604695166386
4.2,-0.117518889676726
4.3,-0.117578649062712
4.4,-0.117590045577511
4.5,-0.116886185958493
4.6,-0.11532084986179
4.7,-0.113990789568937
4.8,-0.112944820639944
4.9,-0.112240375357824
5.0,-0.111444508475486
5.1,-0.110703635839438
5.2,-0.109340799417389
5.3,-0.107393232172917
5.4,-0.105437383251535
5.5,-0.103718454044702
5.6,-0.102436208801863
5.7,-0.101205224837664
5.8,-0.0998797707037153
5.9,-0.0979280878733744
6.0,-0.0957822802164453
6.1,-0.0935344639285143
6.2,-0.0915732711371182
6.3,-0.0900904752007952
6.4,-0.0888024886651297
6.5,-0.0872270600186696
6.6,-0.085368106871237
6.7,-0.0834144819095323
6.8,-0.0814013435880857
6.9,-0.0800116216153687
7.0,-0.0793455874110113
7.1,-0.0786793505842551
7.2,-0.0778702824588627
7.3,-0.0765804000854084
7.4,-0.0750962457507848
7.5,-0.0738019760690119
7.6,-0.072992190218203
7.7,-0.0724219002441037
7.8,-0.0718965809127381
7.9,-0.0712258460354733
8.0,-0.0699683569087408
8.1,-0.068326284856924
8.2,-0.0670662910141336
8.3,-0.066242959533109
8.4,-0.065955903146881
8.5,-0.0660590837537218
8.6,-0.0658172039811867
8.7,-0.065474828416654
8.8,-0.0647003403544067
8.9,-0.0641698094386756
9.0,-0.0635871455591951
9.1,-0.0636874111401981
9.2,-0.0640780411604684
9.3,-0.0644664823804559
9.4,-0.064563663571735
9.5,-0.0641282339288584
9.6,-0.0633993408511521
9.7,-0.0628633900393576
9.8,-0.062716082779375
9.9,-0.0628594645457644
10.0,-0.0632464911515631
10.1,-0.063195484969738
10.2,-0.0625608998406182
10.3,-0.0617769803684193
10.4,-0.0611391526836947
10.5,-0.0608425865997229
10.6,-0.0609348461589126
10.7,-0.0613200855075184
10.8,-0.0611216207968997
10.9,-0.0600907638123015
11.0,-0.0592579369602132
11.1,-0.0584238338754588
11.2,-0.0580299122591618
11.3,-0.0580757910727826
11.4,-0.0581701595838609
11.5,-0.0574338064282876
11.6,-0.056107528318863
11.7,-0.0543908721525353
11.8,-0.0531148346783091
11.9,-0.0522791960850199
12.0,-0.0520322251311688
12.1,-0.0516878508299047
12.2,-0.0507057034537881
12.3,-0.0491397567421509
12.4,-0.0476242550551552
12.5,-0.0466918603223276
12.6,-0.0461990831135927
12.7,-0.0460021642037885
12.8,-0.0460497122391854
12.9,-0.0458991045603955
13.0,-0.045066803033421
13.1,-0.0443324239401827
13.2,-0.0443296159736268
13.3,-0.044767520015733
13.4,-0.0454984249467585
13.5,-0.0463717416189085
13.6,-0.0468534409207893
13.7,-0.0465098404506324
13.8,-0.0468008828192095
13.9,-0.0477777147191594
14.0,-0.0490943492389599
14.1,-0.0507480820889361
14.2,-0.0525910282922451
14.3,-0.0539945886008873
14.4,-0.0544775155660769
14.5,-0.0550609845600499
14.6,-0.0564328546750893
14.7,-0.0582934237150557
14.8,-0.0600494154834953
14.9,-0.0616528717241683
15.0,-0.0626256061889354
15.1,-0.0627689315399309
15.2,-0.063013646000827
15.3,-0.0637008947729886
15.4,-0.0645321967492314
15.5,-0.0656074336339948
15.6,-0.0667770802101743
15.7,-0.0672145226736544
15.8,-0.0668223749455999
15.9,-0.0660399913212615
16.0,-0.0658448849738279
16.1,-0.0659926238804978
16.2,-0.0661387416059754
16.3,-0.0663815303557872
16.4,-0.0661862747113517
16.5,-0.0649669489250385
16.6,-0.0635511159142679
16.7,-0.0629158728360203
16.8,-0.0625754370299993
16.9,-0.0623309378116759
17.0,-0.0620870287817566
17.1,-0.0612617960967564
17.2,-0.0595624135793703
17.3,-0.0579103492079692
17.4,-0.0571318444805497
17.5,-0.0569364648046046
17.6,-0.0567877017877211
17.7,-0.056494263286309
17.8,-0.0559111379808269
17.9,-0.0549417355291797
18.0,-0.0541141765849162
18.1,-0.0541152869207616
18.2,-0.0546038398305303
18.3,-0.0549418551584867
18.4,-0.0550853722577203
18.5,-0.0550377924126989
18.6,-0.0545553028187189
18.7,-0.0540196239419207
18.8,-0.0543658662830308
18.9,-0.0552497960735268
19.0,-0.0560335073700591
19.1,-0.0565712738874813
19.2,-0.0567224026907346
19.3,-0.0562413662427808
19.4,-0.0555606094816723
19.5,-0.0559612085057022
19.6,-0.0568024662660316
19.7,-0.0576905051453658
19.8,-0.0584282077101789
19.9,-0.0586828586350516
20.0,-0.0581568030688726
20.1,-0.0575789456976147
20.2,-0.0578849418281127
20.3,-0.0585837031803458
20.4,-0.0591808402342426
20.5,-0.0598752987073985
20.6,-0.0600347191651298
20.7,-0.0599043119373407
20.8,-0.0596744104170477
20.9,-0.0601318023331025
21.0,-0.060583793651884
21.1,-0.0610351227264753
21.2,-0.0615856146196937
21.3,-0.0624296408806529
21.4,-0.0626397659762153
21.5,-0.0625554640351793
21.6,-0.0626681277357767
21.7,-0.063614468782512
21.8,-0.0644096870554363
21.9,-0.0652519636767324
22.0,-0.0661402722550277
22.1,-0.0667428683221771
22.2,-0.0667560222646243
22.3,-0.0668646293065075
22.4,-0.0677603557832325
22.5,-0.0685555154790346
22.6,-0.0694470134588884
22.7,-0.0702866632287014
22.8,-0.0708830975350798
22.9,-0.0714309276562822
23.0,-0.0721767578769206
23.1,-0.0735122049483112
23.2,-0.07474269284089
23.3,-0.0758217353815733
23.4,-0.0767536468935567
23.5,-0.077488278688731
